問い合わせID,受付日時,初回応答日時,解決日時,チャネル,製品,カテゴリ,中分類,問い合わせ種別,優先度番号,優先度,顧客区分,ステータス番号,ステータス,フェーズ番号,フェーズ,エスカレ有無,再オープン有無,対応チーム,担当者,満足度,件名,自由記述
INQ-202602-00560,2026-02-12 11:59,2026-02-12 15:19,2026-02-14 22:19,メール,スマート勤怠,使い方,データ移行,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,田中,3,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202602-00561,2026-02-09 13:31,2026-02-09 18:08,2026-02-10 07:08,メール,スマート勤怠,使い方,操作方法,障害報告,1,高,大企業,4,解決,4,解決,1,0,一次窓口,佐藤,3,CSVの取込手順が不明,至急復旧してほしい
INQ-202602-00562,2026-02-13 10:46,2026-02-13 15:08,2026-02-16 05:08,チャット,クラウド経費,不具合,表示崩れ,要望,2,中,中小,4,解決,4,解決,1,0,技術サポート,高橋,5,ログインできない,他社にはある機能
INQ-202602-00563,2026-02-03 10:21,2026-02-03 17:42,2026-02-03 19:42,Web,スマート勤怠,使い方,データ移行,質問,3,低,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,4,権限設定について,丁寧に教えてほしい
INQ-202602-00564,2026-02-16 16:30,2026-02-16 23:26,2026-02-18 18:26,電話,クラウド経費,不具合,保存エラー,要望,1,高,中小,4,解決,4,解決,1,1,一次窓口,田中,4,画面が真っ白になる,業務効率化のため必要
INQ-202602-00565,2026-02-16 11:29,2026-02-16 17:11,2026-02-17 12:11,電話,スマート勤怠,仕様確認,セキュリティ,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,APIの有無について,マニュアルの場所を知りたい
INQ-202603-00566,2026-03-23 18:23,2026-03-24 01:56,2026-03-26 21:56,電話,スマート勤怠,要望,UI改善,クレーム,3,低,個人事業主,5,クローズ,5,完了,0,1,技術サポート,伊藤,2,ダークモード対応の希望,説明が分かりにくい
INQ-202603-00567,2026-03-13 14:17,2026-03-13 14:26,2026-03-16 06:26,メール,スマート勤怠,不具合,保存エラー,要望,3,低,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,5,データが保存されない,他社にはある機能
INQ-202603-00568,2026-03-20 14:10,2026-03-20 17:55,2026-03-22 15:55,メール,スマート勤怠,請求,請求書,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,契約プランの変更,丁寧に教えてほしい
INQ-202603-00569,2026-03-12 16:50,2026-03-12 17:36,2026-03-14 07:36,Web,クラウド経費,仕様確認,上限・制限,障害報告,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,APIの有無について,影響範囲を知りたい
INQ-202603-00570,2026-03-13 12:57,2026-03-13 14:44,2026-03-14 23:44,電話,スマート勤怠,使い方,権限設定,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,2,CSVの取込手順が不明,急ぎで確認したい
INQ-202603-00571,2026-03-03 11:59,2026-03-03 16:03,2026-03-05 14:03,メール,スマート勤怠,不具合,動作が遅い,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,ログインできない,マニュアルの場所を知りたい
INQ-202603-00572,2026-03-31 15:05,2026-03-31 22:22,2026-04-03 01:22,チャット,クラウド経費,使い方,操作方法,クレーム,2,中,中小,4,解決,4,解決,0,0,品質保証,渡辺,2,CSVの取込手順が不明,何度も同じ案内をされた
INQ-202603-00573,2026-03-27 09:03,2026-03-27 14:53,2026-03-30 08:53,電話,クラウド経費,使い方,初期設定,要望,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,5,初期設定の方法を知りたい,業務効率化のため必要
INQ-202603-00574,2026-03-05 14:31,2026-03-05 16:18,2026-03-06 07:18,電話,クラウド経費,仕様確認,上限・制限,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,1,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202603-00575,2026-03-04 11:06,2026-03-04 15:50,2026-03-06 01:50,メール,クラウド経費,不具合,ログイン不可,障害報告,2,中,大企業,5,クローズ,5,完了,1,1,一次窓口,田中,5,データが保存されない,業務が止まっている
INQ-202603-00576,2026-03-05 14:11,2026-03-05 16:36,2026-03-07 19:36,電話,クラウド経費,使い方,操作方法,質問,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,4,CSVの取込手順が不明,急ぎで確認したい
INQ-202603-00577,2026-03-27 12:01,2026-03-27 16:05,2026-03-30 03:05,電話,スマート勤怠,不具合,保存エラー,質問,2,中,中小,5,クローズ,5,完了,1,0,一次窓口,佐藤,3,データが保存されない,丁寧に教えてほしい
INQ-202603-00578,2026-03-12 17:33,2026-03-13 00:08,2026-03-14 15:08,メール,スマート勤怠,仕様確認,API・連携,クレーム,2,中,中小,4,解決,4,解決,0,0,技術サポート,高橋,5,APIの有無について,説明が分かりにくい
INQ-202603-00579,2026-03-13 18:38,2026-03-14 01:47,2026-03-16 05:47,チャット,クラウド経費,要望,通知改善,質問,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,1,通知の細分化,丁寧に教えてほしい
INQ-202603-00580,2026-03-04 15:31,2026-03-04 16:07,2026-03-06 01:07,Web,スマート勤怠,仕様確認,上限・制限,質問,3,低,個人事業主,5,クローズ,5,完了,0,1,一次窓口,佐藤,2,対応ブラウザを確認したい,急ぎで確認したい
INQ-202603-00581,2026-03-25 12:40,2026-03-25 18:32,2026-03-27 07:32,チャット,クラウド経費,使い方,データ移行,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202603-00582,2026-03-26 16:05,2026-03-26 21:59,2026-03-29 17:59,メール,クラウド経費,仕様確認,上限・制限,質問,1,高,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,4,APIの有無について,急ぎで確認したい
INQ-202603-00583,2026-03-17 12:39,2026-03-17 13:44,2026-03-20 05:44,Web,クラウド経費,請求,プラン変更,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,鈴木,3,契約プランの変更,丁寧に教えてほしい
INQ-202603-00584,2026-03-27 17:59,2026-03-27 18:33,2026-03-30 16:33,チャット,スマート勤怠,不具合,表示崩れ,障害報告,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,画面が真っ白になる,影響範囲を知りたい
INQ-202603-00585,2026-03-02 12:16,2026-03-02 12:58,2026-03-02 17:58,電話,クラウド経費,使い方,操作方法,質問,3,低,中小,4,解決,4,解決,0,0,技術サポート,高橋,3,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202603-00586,2026-03-24 14:05,2026-03-24 21:25,2026-03-26 03:25,Web,スマート勤怠,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,1,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202603-00587,2026-03-20 16:43,2026-03-20 17:48,2026-03-22 17:48,チャット,スマート勤怠,不具合,動作が遅い,要望,2,中,中小,4,解決,4,解決,0,1,一次窓口,田中,3,ログインできない,次期アップデートに期待
INQ-202604-00588,2026-04-03 14:14,,,メール,クラウド経費,請求,支払方法,クレーム,1,高,個人事業主,1,受付,1,受付,0,0,技術サポート,高橋,,請求書の再発行依頼,説明が分かりにくい
INQ-202604-00589,2026-04-06 11:20,2026-04-06 16:03,,メール,クラウド経費,使い方,権限設定,質問,2,中,中小,2,対応中,2,一次対応,0,0,技術サポート,高橋,,初期設定の方法を知りたい,急ぎで確認したい
INQ-202604-00590,2026-04-23 15:22,2026-04-23 20:04,,Web,クラウド経費,不具合,保存エラー,障害報告,2,中,個人事業主,3,保留,3,エスカレ,0,0,技術サポート,伊藤,,ログインできない,至急復旧してほしい
INQ-202604-00591,2026-04-29 12:39,,,メール,スマート勤怠,要望,通知改善,質問,2,中,中小,1,受付,1,受付,0,0,一次窓口,田中,,エクスポート機能がほしい,マニュアルの場所を知りたい
INQ-202604-00592,2026-04-15 15:29,2026-04-15 18:50,2026-04-18 10:50,Web,スマート勤怠,請求,プラン変更,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,1,契約プランの変更,丁寧に教えてほしい
INQ-202604-00593,2026-04-08 11:11,2026-04-08 19:00,2026-04-10 05:00,チャット,スマート勤怠,仕様確認,対応環境,質問,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,対応ブラウザを確認したい,急ぎで確認したい
INQ-202604-00594,2026-04-24 16:27,2026-04-24 21:05,2026-04-27 09:05,Web,クラウド経費,要望,機能追加,要望,3,低,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,4,通知の細分化,他社にはある機能
INQ-202604-00595,2026-04-06 18:29,2026-04-06 21:56,,チャット,クラウド経費,使い方,初期設定,質問,2,中,中小,3,保留,3,エスカレ,0,0,品質保証,渡辺,,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202604-00596,2026-04-09 12:42,2026-04-09 12:55,2026-04-11 21:55,電話,クラウド経費,仕様確認,対応環境,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,1,同時接続数の上限は,急ぎで確認したい
INQ-202604-00597,2026-04-21 16:13,2026-04-21 17:23,2026-04-22 23:23,メール,クラウド経費,使い方,権限設定,障害報告,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,業務が止まっている
INQ-202604-00598,2026-04-21 09:43,2026-04-21 17:02,2026-04-23 15:02,メール,スマート勤怠,使い方,操作方法,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,初期設定の方法を知りたい,急ぎで確認したい
INQ-202604-00599,2026-04-03 13:07,2026-04-03 15:59,,メール,スマート勤怠,使い方,権限設定,要望,1,高,中小,2,対応中,2,一次対応,0,0,一次窓口,佐藤,,権限設定について,他社にはある機能
INQ-202604-00600,2026-04-14 17:23,2026-04-15 00:21,2026-04-16 17:21,メール,クラウド経費,仕様確認,上限・制限,質問,1,高,大企業,4,解決,4,解決,0,0,技術サポート,高橋,4,APIの有無について,マニュアルの場所を知りたい
INQ-202604-00601,2026-04-23 12:13,2026-04-23 17:12,2026-04-26 16:12,メール,クラウド経費,仕様確認,上限・制限,質問,1,高,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,5,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202604-00602,2026-04-02 14:42,2026-04-02 21:10,2026-04-03 12:10,メール,スマート勤怠,使い方,権限設定,障害報告,3,低,大企業,4,解決,4,解決,0,1,品質保証,渡辺,4,CSVの取込手順が不明,至急復旧してほしい
INQ-202604-00603,2026-04-03 12:32,2026-04-03 14:42,2026-04-05 19:42,電話,スマート勤怠,不具合,表示崩れ,質問,2,中,中小,5,クローズ,5,完了,1,0,技術サポート,高橋,4,画面が真っ白になる,急ぎで確認したい
INQ-202604-00604,2026-04-03 12:32,2026-04-03 18:41,2026-04-06 07:41,Web,クラウド経費,仕様確認,上限・制限,障害報告,1,高,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,同時接続数の上限は,業務が止まっている
INQ-202604-00605,2026-04-23 10:04,2026-04-23 17:11,,電話,クラウド経費,要望,UI改善,質問,2,中,中小,3,保留,3,エスカレ,0,0,技術サポート,高橋,,ダークモード対応の希望,マニュアルの場所を知りたい
INQ-202604-00606,2026-04-20 14:46,2026-04-20 21:06,2026-04-21 21:06,電話,クラウド経費,使い方,データ移行,障害報告,3,低,中小,4,解決,4,解決,0,1,一次窓口,佐藤,4,権限設定について,業務が止まっている
INQ-202604-00607,2026-04-29 09:37,2026-04-29 12:36,,メール,クラウド経費,不具合,動作が遅い,質問,2,中,中小,3,保留,3,エスカレ,0,0,技術サポート,高橋,,データが保存されない,マニュアルの場所を知りたい
INQ-202604-00608,2026-04-17 16:27,2026-04-17 21:26,2026-04-19 14:26,電話,スマート勤怠,仕様確認,上限・制限,質問,3,低,個人事業主,4,解決,4,解決,0,0,技術サポート,伊藤,2,対応ブラウザを確認したい,急ぎで確認したい
INQ-202604-00609,2026-04-09 13:14,2026-04-09 17:39,2026-04-10 15:39,Web,スマート勤怠,要望,通知改善,要望,2,中,個人事業主,4,解決,4,解決,0,1,一次窓口,田中,1,通知の細分化,業務効率化のため必要
INQ-202604-00610,2026-04-07 09:53,2026-04-07 17:48,2026-04-08 09:48,チャット,スマート勤怠,使い方,データ移行,要望,3,低,中小,4,解決,4,解決,0,0,一次窓口,田中,4,CSVの取込手順が不明,次期アップデートに期待
INQ-202604-00611,2026-04-28 10:17,2026-04-28 15:44,,チャット,スマート勤怠,使い方,初期設定,要望,1,高,大企業,3,保留,3,エスカレ,0,0,一次窓口,佐藤,,権限設定について,業務効率化のため必要
INQ-202604-00612,2026-04-22 15:45,2026-04-22 21:11,2026-04-22 23:11,チャット,クラウド経費,使い方,初期設定,障害報告,2,中,個人事業主,5,クローズ,5,完了,0,1,技術サポート,高橋,3,初期設定の方法を知りたい,影響範囲を知りたい
INQ-202604-00613,2026-04-07 11:09,,,メール,スマート勤怠,不具合,表示崩れ,質問,3,低,個人事業主,1,受付,1,受付,0,0,技術サポート,高橋,,データが保存されない,マニュアルの場所を知りたい
INQ-202604-00614,2026-04-07 15:02,2026-04-07 22:35,2026-04-09 12:35,メール,スマート勤怠,不具合,表示崩れ,クレーム,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,データが保存されない,説明が分かりにくい
INQ-202604-00615,2026-04-16 11:14,2026-04-16 14:02,2026-04-17 05:02,電話,クラウド経費,仕様確認,API・連携,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,3,対応ブラウザを確認したい,急ぎで確認したい
INQ-202604-00616,2026-04-27 16:31,2026-04-27 19:18,,メール,クラウド経費,使い方,権限設定,質問,3,低,個人事業主,2,対応中,2,一次対応,0,0,一次窓口,佐藤,,CSVの取込手順が不明,急ぎで確認したい
INQ-202604-00617,2026-04-15 12:16,2026-04-15 19:00,2026-04-16 10:00,Web,スマート勤怠,仕様確認,API・連携,クレーム,2,中,大企業,4,解決,4,解決,0,0,一次窓口,田中,5,同時接続数の上限は,対応が遅い
INQ-202604-00618,2026-04-20 14:46,2026-04-20 16:32,,電話,スマート勤怠,仕様確認,API・連携,障害報告,2,中,中小,3,保留,3,エスカレ,1,0,技術サポート,高橋,,APIの有無について,至急復旧してほしい
INQ-202604-00619,2026-04-28 15:18,2026-04-28 22:08,2026-05-01 13:08,チャット,クラウド経費,使い方,操作方法,質問,1,高,大企業,4,解決,4,解決,0,0,技術サポート,高橋,1,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202604-00620,2026-04-21 15:15,,,電話,クラウド経費,請求,プラン変更,クレーム,3,低,大企業,1,受付,1,受付,0,0,一次窓口,田中,,支払方法の確認,何度も同じ案内をされた
INQ-202604-00621,2026-04-23 15:26,2026-04-23 19:08,2026-04-26 13:08,電話,クラウド経費,不具合,表示崩れ,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,ログインできない,急ぎで確認したい
INQ-202604-00622,2026-04-21 14:24,,,メール,スマート勤怠,要望,通知改善,質問,3,低,大企業,1,受付,1,受付,0,0,一次窓口,佐藤,,ダークモード対応の希望,マニュアルの場所を知りたい
INQ-202604-00623,2026-04-13 17:48,2026-04-14 00:47,,メール,スマート勤怠,使い方,初期設定,質問,2,中,大企業,3,保留,3,エスカレ,0,0,技術サポート,伊藤,,権限設定について,丁寧に教えてほしい
INQ-202604-00624,2026-04-06 11:31,2026-04-06 14:15,,メール,スマート勤怠,不具合,動作が遅い,質問,3,低,個人事業主,2,対応中,3,エスカレ,1,0,一次窓口,佐藤,,ログインできない,丁寧に教えてほしい
INQ-202604-00625,2026-04-23 14:26,2026-04-23 19:15,2026-04-24 06:15,Web,スマート勤怠,使い方,データ移行,質問,2,中,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,5,初期設定の方法を知りたい,急ぎで確認したい
INQ-202605-00626,2026-05-05 15:10,2026-05-05 22:42,,メール,スマート勤怠,使い方,初期設定,質問,1,高,中小,2,対応中,2,一次対応,0,0,技術サポート,伊藤,,権限設定について,急ぎで確認したい
INQ-202605-00627,2026-05-13 09:07,2026-05-13 13:39,,メール,スマート勤怠,要望,通知改善,質問,3,低,大企業,2,対応中,2,一次対応,0,0,技術サポート,高橋,,通知の細分化,丁寧に教えてほしい
INQ-202605-00628,2026-05-26 14:45,2026-05-26 20:56,,メール,クラウド経費,不具合,表示崩れ,障害報告,3,低,個人事業主,2,対応中,3,エスカレ,1,0,技術サポート,高橋,,ログインできない,至急復旧してほしい
INQ-202605-00629,2026-05-14 11:30,2026-05-14 12:55,2026-05-14 21:55,電話,クラウド経費,使い方,操作方法,質問,2,中,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,3,初期設定の方法を知りたい,急ぎで確認したい
INQ-202605-00630,2026-05-21 09:12,,,電話,クラウド経費,要望,通知改善,要望,3,低,中小,1,受付,1,受付,0,0,品質保証,渡辺,,エクスポート機能がほしい,次期アップデートに期待
INQ-202605-00631,2026-05-07 11:16,2026-05-07 17:03,2026-05-10 06:03,メール,スマート勤怠,不具合,動作が遅い,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,ログインできない,丁寧に教えてほしい
INQ-202605-00632,2026-05-26 14:09,2026-05-26 15:14,2026-05-27 22:14,電話,クラウド経費,使い方,初期設定,質問,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,佐藤,4,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202605-00633,2026-05-12 12:33,2026-05-12 16:48,2026-05-14 01:48,メール,スマート勤怠,仕様確認,上限・制限,障害報告,3,低,個人事業主,4,解決,4,解決,0,0,技術サポート,伊藤,4,同時接続数の上限は,業務が止まっている
INQ-202605-00634,2026-05-01 16:54,2026-05-01 23:21,,メール,クラウド経費,仕様確認,上限・制限,クレーム,3,低,個人事業主,2,対応中,2,一次対応,0,0,一次窓口,佐藤,,対応ブラウザを確認したい,対応が遅い
INQ-202605-00635,2026-05-15 12:12,2026-05-15 16:22,,電話,スマート勤怠,使い方,権限設定,障害報告,1,高,中小,3,保留,3,エスカレ,0,0,一次窓口,鈴木,,権限設定について,影響範囲を知りたい
INQ-202605-00636,2026-05-21 09:36,,,チャット,クラウド経費,要望,通知改善,クレーム,2,中,中小,1,受付,1,受付,0,0,技術サポート,高橋,,エクスポート機能がほしい,何度も同じ案内をされた
INQ-202605-00637,2026-05-29 15:45,2026-05-29 20:28,,チャット,クラウド経費,使い方,データ移行,要望,2,中,大企業,2,対応中,2,一次対応,0,0,技術サポート,伊藤,,CSVの取込手順が不明,次期アップデートに期待
INQ-202605-00638,2026-05-21 14:01,2026-05-21 17:32,2026-05-23 23:32,メール,クラウド経費,要望,通知改善,質問,3,低,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,5,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202605-00639,2026-05-27 15:09,2026-05-27 20:01,,チャット,スマート勤怠,不具合,保存エラー,クレーム,2,中,中小,3,保留,3,エスカレ,0,0,技術サポート,高橋,,画面が真っ白になる,説明が分かりにくい
INQ-202605-00640,2026-05-19 16:05,2026-05-19 22:53,2026-05-20 00:53,メール,スマート勤怠,使い方,初期設定,質問,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,3,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202605-00641,2026-05-08 11:43,2026-05-08 13:43,,メール,クラウド経費,使い方,操作方法,質問,2,中,中小,3,保留,3,エスカレ,0,0,一次窓口,鈴木,,初期設定の方法を知りたい,急ぎで確認したい
INQ-202605-00642,2026-05-29 11:18,2026-05-29 12:50,2026-05-29 17:50,電話,スマート勤怠,使い方,権限設定,クレーム,2,中,中小,4,解決,4,解決,0,0,一次窓口,鈴木,5,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202605-00643,2026-05-19 11:44,,,メール,クラウド経費,仕様確認,API・連携,質問,2,中,中小,1,受付,1,受付,0,0,技術サポート,伊藤,,対応ブラウザを確認したい,急ぎで確認したい
INQ-202605-00644,2026-05-07 13:02,2026-05-07 15:52,2026-05-08 05:52,Web,スマート勤怠,仕様確認,セキュリティ,質問,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202605-00645,2026-05-14 13:21,2026-05-14 18:20,2026-05-17 02:20,チャット,スマート勤怠,要望,UI改善,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,鈴木,5,エクスポート機能がほしい,急ぎで確認したい
INQ-202605-00646,2026-05-12 14:30,2026-05-12 18:00,2026-05-12 22:00,チャット,スマート勤怠,要望,機能追加,要望,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,2,ダークモード対応の希望,業務効率化のため必要
INQ-202605-00647,2026-05-07 17:36,2026-05-07 21:36,2026-05-07 22:36,チャット,スマート勤怠,使い方,初期設定,障害報告,3,低,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,4,CSVの取込手順が不明,業務が止まっている
INQ-202605-00648,2026-05-06 11:13,2026-05-06 19:05,2026-05-09 08:05,メール,クラウド経費,使い方,権限設定,質問,1,高,大企業,4,解決,4,解決,0,1,一次窓口,佐藤,4,権限設定について,丁寧に教えてほしい
INQ-202605-00649,2026-05-25 17:24,2026-05-25 20:26,2026-05-28 11:26,電話,クラウド経費,使い方,権限設定,障害報告,3,低,個人事業主,4,解決,4,解決,1,0,一次窓口,佐藤,4,権限設定について,業務が止まっている
INQ-202605-00650,2026-05-25 11:23,2026-05-25 12:15,,メール,クラウド経費,仕様確認,セキュリティ,障害報告,1,高,中小,3,保留,3,エスカレ,0,0,一次窓口,田中,,APIの有無について,業務が止まっている
INQ-202605-00651,2026-05-14 10:19,2026-05-14 16:39,,メール,クラウド経費,使い方,データ移行,質問,2,中,中小,3,保留,3,エスカレ,0,0,一次窓口,田中,,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202605-00652,2026-05-28 12:51,2026-05-28 15:31,2026-05-30 22:31,電話,スマート勤怠,仕様確認,セキュリティ,要望,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,APIの有無について,他社にはある機能
INQ-202606-00653,2026-06-17 12:30,,,チャット,クラウド経費,要望,機能追加,要望,2,中,個人事業主,1,受付,1,受付,0,0,一次窓口,鈴木,,エクスポート機能がほしい,他社にはある機能
INQ-202606-00654,2026-06-30 15:16,2026-06-30 22:56,2026-07-02 22:56,電話,クラウド経費,仕様確認,セキュリティ,質問,1,高,中小,4,解決,4,解決,0,0,技術サポート,伊藤,3,同時接続数の上限は,丁寧に教えてほしい
INQ-202606-00655,2026-06-18 11:18,2026-06-18 15:56,,メール,スマート勤怠,使い方,初期設定,クレーム,1,高,中小,2,対応中,2,一次対応,0,0,技術サポート,高橋,,初期設定の方法を知りたい,対応が遅い
INQ-202606-00656,2026-06-24 10:31,,,メール,スマート勤怠,要望,通知改善,クレーム,3,低,個人事業主,1,受付,1,受付,0,0,品質保証,渡辺,,ダークモード対応の希望,説明が分かりにくい
INQ-202606-00657,2026-06-02 10:46,2026-06-02 13:02,2026-06-03 00:02,メール,クラウド経費,不具合,ログイン不可,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,5,ログインできない,マニュアルの場所を知りたい
INQ-202606-00658,2026-06-09 18:39,2026-06-09 20:19,2026-06-11 08:19,メール,クラウド経費,使い方,初期設定,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,鈴木,4,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202606-00659,2026-06-22 11:00,2026-06-22 11:14,,メール,スマート勤怠,不具合,表示崩れ,質問,3,低,中小,2,対応中,3,エスカレ,1,0,技術サポート,高橋,,ログインできない,丁寧に教えてほしい
INQ-202606-00660,2026-06-10 15:38,2026-06-10 19:30,,チャット,クラウド経費,仕様確認,API・連携,質問,2,中,中小,3,保留,3,エスカレ,0,0,一次窓口,佐藤,,対応ブラウザを確認したい,急ぎで確認したい
INQ-202606-00661,2026-06-24 13:34,,,チャット,クラウド経費,使い方,初期設定,クレーム,1,高,中小,1,受付,1,受付,0,0,一次窓口,佐藤,,権限設定について,何度も同じ案内をされた
INQ-202606-00662,2026-06-12 11:48,2026-06-12 16:04,2026-06-13 23:04,メール,クラウド経費,使い方,操作方法,クレーム,2,中,中小,4,解決,4,解決,0,0,技術サポート,伊藤,4,CSVの取込手順が不明,何度も同じ案内をされた
INQ-202606-00663,2026-06-04 10:13,2026-06-04 13:52,2026-06-06 01:52,電話,スマート勤怠,使い方,操作方法,要望,3,低,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,初期設定の方法を知りたい,業務効率化のため必要
INQ-202606-00664,2026-06-29 15:40,2026-06-29 23:12,,チャット,スマート勤怠,不具合,動作が遅い,質問,3,低,中小,2,対応中,2,一次対応,0,0,一次窓口,佐藤,,画面が真っ白になる,丁寧に教えてほしい
INQ-202606-00665,2026-06-18 16:48,2026-06-18 18:03,2026-06-21 11:03,メール,スマート勤怠,要望,UI改善,クレーム,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,5,通知の細分化,説明が分かりにくい
INQ-202606-00666,2026-06-01 12:15,2026-06-01 19:35,2026-06-02 16:35,電話,クラウド経費,仕様確認,API・連携,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202606-00667,2026-06-16 17:58,2026-06-16 21:59,2026-06-19 14:59,電話,スマート勤怠,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,高橋,4,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202606-00668,2026-06-08 13:04,2026-06-08 19:15,2026-06-11 16:15,電話,スマート勤怠,仕様確認,セキュリティ,要望,2,中,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,4,APIの有無について,次期アップデートに期待
INQ-202606-00669,2026-06-10 16:53,2026-06-10 17:55,2026-06-11 15:55,チャット,クラウド経費,不具合,動作が遅い,質問,1,高,大企業,5,クローズ,5,完了,1,0,一次窓口,鈴木,4,ログインできない,急ぎで確認したい
INQ-202606-00670,2026-06-09 10:41,2026-06-09 15:36,2026-06-11 03:36,チャット,スマート勤怠,仕様確認,上限・制限,要望,2,中,中小,4,解決,4,解決,0,0,一次窓口,佐藤,4,対応ブラウザを確認したい,業務効率化のため必要
INQ-202606-00671,2026-06-10 09:56,2026-06-10 15:56,2026-06-11 08:56,メール,スマート勤怠,使い方,操作方法,クレーム,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,2,CSVの取込手順が不明,説明が分かりにくい
INQ-202606-00672,2026-06-08 09:13,2026-06-08 12:14,2026-06-09 08:14,メール,スマート勤怠,使い方,権限設定,要望,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,権限設定について,他社にはある機能
INQ-202606-00673,2026-06-30 13:10,2026-06-30 18:26,,Web,スマート勤怠,不具合,動作が遅い,質問,2,中,個人事業主,2,対応中,3,エスカレ,1,0,一次窓口,田中,,ログインできない,マニュアルの場所を知りたい
INQ-202606-00674,2026-06-12 13:36,2026-06-12 16:29,,Web,クラウド経費,請求,支払方法,障害報告,2,中,中小,2,対応中,2,一次対応,0,0,一次窓口,鈴木,,契約プランの変更,影響範囲を知りたい
INQ-202606-00675,2026-06-18 16:34,2026-06-18 22:46,,Web,クラウド経費,使い方,操作方法,質問,1,高,個人事業主,2,対応中,2,一次対応,0,0,品質保証,渡辺,,CSVの取込手順が不明,丁寧に教えてほしい
